Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.up	Adipose_Subcutaneous	1704	557	0.000104668617861483	0.0056521053645201	ENSG00000158122:ENSG00000165029:ENSG00000154262:ENSG00000154258:ENSG00000173208:ENSG00000011198:ENSG00000078124:ENSG00000144476:ENSG00000119673:ENSG00000068366:ENSG00000183549:ENSG00000115170:ENSG00000123612:ENSG00000139567:ENSG00000168615:ENSG00000154736:ENSG00000163638:ENSG00000184060:ENSG00000138031:ENSG00000174233:ENSG00000148671:ENSG00000148926:ENSG00000224420:ENSG00000184160:ENSG00000169252:ENSG00000172493:ENSG00000106546:ENSG00000204472:ENSG00000042286:ENSG00000184254:ENSG00000144908:ENSG00000162551:ENSG00000214274:ENSG00000136859:ENSG00000154065:ENSG00000047617:ENSG00000177119:ENSG00000163297:ENSG00000077420:ENSG00000163697:ENSG00000134817:ENSG00000169083:ENSG00000137727:ENSG00000088756:ENSG00000031081:ENSG00000089820:ENSG00000047648:ENSG00000110237:ENSG00000165801:ENSG00000129675:ENSG00000150347:ENSG00000185305:ENSG00000137486:ENSG00000151693:ENSG00000101974:ENSG00000160862:ENSG00000163512:ENSG00000170340:ENSG00000132840:ENSG00000137274:ENSG00000186665:ENSG00000131943:ENSG00000173372:ENSG00000173369:ENSG00000139178:ENSG00000162817:ENSG00000143110:ENSG00000101220:ENSG00000158966:ENSG00000172137:ENSG00000064989:ENSG00000138172:ENSG00000196954:ENSG00000102924:ENSG00000159231:ENSG00000151468:ENSG00000145075:ENSG00000253276:ENSG00000163249:ENSG00000163823:ENSG00000177575:ENSG00000105383:ENSG00000174059:ENSG00000129226:ENSG00000066294:ENSG00000004897:ENSG00000163171:ENSG00000059758:ENSG00000100490:ENSG00000123080:ENSG00000129596:ENSG00000153046:ENSG00000245848:ENSG00000048740:ENSG00000011523:ENSG00000101938:ENSG00000173207:ENSG00000176435:ENSG00000110852:ENSG00000165959:ENSG00000166250:ENSG00000140931:ENSG00000170293:ENSG00000118432:ENSG00000119865:ENSG00000044459:ENSG00000113805:ENSG00000187498:ENSG00000080573:ENSG00000103187:ENSG00000160111:ENSG00000108582:ENSG00000140848:ENSG00000139117:ENSG00000164463:ENSG00000150938:ENSG00000182578:ENSG00000198223:ENSG00000147408:ENSG00000173546:ENSG00000164932:ENSG00000134030:ENSG00000109861:ENSG00000143387:ENSG00000256043:ENSG00000152404:ENSG00000006210:ENSG00000107562:ENSG00000145824:ENSG00000147113:ENSG00000165168:ENSG00000186377:ENSG00000186160:ENSG00000008256:ENSG00000100055:ENSG00000146122:ENSG00000166341:ENSG00000133083:ENSG00000137145:ENSG00000062282:ENSG00000117682:ENSG00000102796:ENSG00000073737:ENSG00000147202:ENSG00000132837:ENSG00000272636:ENSG00000147251:ENSG00000088387:ENSG00000115325:ENSG00000143196:ENSG00000188641:ENSG00000136048:ENSG00000135144:ENSG00000187240:ENSG00000164330:ENSG00000134463:ENSG00000143369:ENSG00000078401:ENSG00000151617:ENSG00000136160:ENSG00000103319:ENSG00000122547:ENSG00000090776:ENSG00000125266:ENSG00000146648:ENSG00000135766:ENSG00000115504:ENSG00000102034:ENSG00000115459:ENSG00000164181:ENSG00000164035:ENSG00000132205:ENSG00000134531:ENSG00000170370:ENSG00000197594:ENSG00000136960:ENSG00000082397:ENSG00000095203:ENSG00000151491:ENSG00000157554:ENSG00000134954:ENSG00000139083:ENSG00000185010:ENSG00000164687:ENSG00000103876:ENSG00000158234:ENSG00000122591:ENSG00000108950:ENSG00000185112:ENSG00000077458:ENSG00000182118:ENSG00000078098:ENSG00000163520:ENSG00000166147:ENSG00000269190:ENSG00000158869:ENSG00000145780:ENSG00000073712:ENSG00000182511:ENSG00000186188:ENSG00000154783:ENSG00000138685:ENSG00000140285:ENSG00000176971:ENSG00000168386:ENSG00000102755:ENSG00000094963:ENSG00000137942:ENSG00000075420:ENSG00000115226:ENSG00000052795:ENSG00000165457:ENSG00000054598:ENSG00000053254:ENSG00000151474:ENSG00000010810:ENSG00000174804:ENSG00000164930:ENSG00000123689:ENSG00000102287:ENSG00000100626:ENSG00000137880:ENSG00000099998:ENSG00000112964:ENSG00000106560:ENSG00000187513:ENSG00000186417:ENSG00000106571:ENSG00000130755:ENSG00000186469:ENSG00000119927:ENSG00000136235:ENSG00000164849:ENSG00000171659:ENSG00000177464:ENSG00000161835:ENSG00000131149:ENSG00000056998:ENSG00000138796:ENSG00000105856:ENSG00000126264:ENSG00000140287:ENSG00000013583:ENSG00000152804:ENSG00000124440:ENSG00000159399:ENSG00000242574:ENSG00000204252:ENSG00000150540:ENSG00000130528:ENSG00000196639:ENSG00000117594:ENSG00000170276:ENSG00000179097:ENSG00000003147:ENSG00000159110:ENSG00000017427:ENSG00000166130:ENSG00000110324:ENSG00000177663:ENSG00000137033:ENSG00000163083:ENSG00000174628:ENSG00000169896:ENSG00000160255:ENSG00000123243:ENSG00000205730:ENSG00000077684:ENSG00000154721:ENSG00000140044:ENSG00000186994:ENSG00000170852:ENSG00000152049:ENSG00000178695:ENSG00000006459:ENSG00000128052:ENSG00000102349:ENSG00000076321:ENSG00000167613:ENSG00000112769:ENSG00000136167:ENSG00000169744:ENSG00000153902:ENSG00000169756:ENSG00000079435:ENSG00000154359:ENSG00000139679:ENSG00000136141:ENSG00000168702:ENSG00000171488:ENSG00000130592:ENSG00000153714:ENSG00000178573:ENSG00000204103:ENSG00000184384:ENSG00000111885:ENSG00000131711:ENSG00000198909:ENSG00000185386:ENSG00000186205:ENSG00000019169:ENSG00000069020:ENSG00000134046:ENSG00000126217:ENSG00000197771:ENSG00000175471:ENSG00000135272:ENSG00000135679:ENSG00000065833:ENSG00000151376:ENSG00000085276:ENSG00000166823:ENSG00000106484:ENSG00000037749:ENSG00000170430:ENSG00000008394:ENSG00000271605:ENSG00000129534:ENSG00000187098:ENSG00000186260:ENSG00000128585:ENSG00000108960:ENSG00000124615:ENSG00000124003:ENSG00000197629:ENSG00000161647:ENSG00000158186:ENSG00000172935:ENSG00000174099:ENSG00000065911:ENSG00000136997:ENSG00000215375:ENSG00000007944:ENSG00000157483:ENSG00000173559:ENSG00000188613:ENSG00000185818:ENSG00000134369:ENSG00000214357:ENSG00000152465:ENSG00000053438:ENSG00000163072:ENSG00000139910:ENSG00000104967:ENSG00000164128:ENSG00000164129:ENSG00000181019:ENSG00000025434:ENSG00000185551:ENSG00000113580:ENSG00000120526:ENSG00000140876:ENSG00000184232:ENSG00000141447:ENSG00000091039:ENSG00000180370:ENSG00000099864:ENSG00000099260:ENSG00000116117:ENSG00000169116:ENSG00000113555:ENSG00000189184:ENSG00000165194:ENSG00000100889:ENSG00000099139:ENSG00000136940:ENSG00000186642:ENSG00000065989:ENSG00000073417:ENSG00000100311:ENSG00000134853:ENSG00000104213:ENSG00000065485:ENSG00000172840:ENSG00000115425:ENSG00000197329:ENSG00000144824:ENSG00000107537:ENSG00000153823:ENSG00000108474:ENSG00000121879:ENSG00000118762:ENSG00000189129:ENSG00000118495:ENSG00000197943:ENSG00000166289:ENSG00000241839:ENSG00000214456:ENSG00000188313:ENSG00000114698:ENSG00000120594:ENSG00000221866:ENSG00000100344:ENSG00000118898:ENSG00000135447:ENSG00000131771:ENSG00000120910:ENSG00000137509:ENSG00000163637:ENSG00000132356:ENSG00000027075:ENSG00000184838:ENSG00000186654:ENSG00000130962:ENSG00000150687:ENSG00000171862:ENSG00000050628:ENSG00000171522:ENSG00000148344:ENSG00000160801:ENSG00000163661:ENSG00000100504:ENSG00000118508:ENSG00000127314:ENSG00000122035:ENSG00000184898:ENSG00000153250:ENSG00000138207:ENSG00000120158:ENSG00000049449:ENSG00000142552:ENSG00000135437:ENSG00000004700:ENSG00000181826:ENSG00000102032:ENSG00000134533:ENSG00000111404:ENSG00000143344:ENSG00000182732:ENSG00000126785:ENSG00000167705:ENSG00000169413:ENSG00000115963:ENSG00000181481:ENSG00000134318:ENSG00000156313:ENSG00000166592:ENSG00000116954:ENSG00000148484:ENSG00000185924:ENSG00000079102:ENSG00000170989:ENSG00000111961:ENSG00000151748:ENSG00000133812:ENSG00000168079:ENSG00000074660:ENSG00000177098:ENSG00000141295:ENSG00000175356:ENSG00000129657:ENSG00000167680:ENSG00000138758:ENSG00000187231:ENSG00000152217:ENSG00000145391:ENSG00000170364:ENSG00000111252:ENSG00000131370:ENSG00000174705:ENSG00000154447:ENSG00000124067:ENSG00000118596:ENSG00000104888:ENSG00000135917:ENSG00000079215:ENSG00000164933:ENSG00000143554:ENSG00000164638:ENSG00000181830:ENSG00000213699:ENSG00000138449:ENSG00000130876:ENSG00000103064:ENSG00000101187:ENSG00000166750:ENSG00000184347:ENSG00000170365:ENSG00000166949:ENSG00000256235:ENSG00000112562:ENSG00000124216:ENSG00000173267:ENSG00000172554:ENSG00000124104:ENSG00000048471:ENSG00000162627:ENSG00000171150:ENSG00000095637:ENSG00000164736:ENSG00000124766:ENSG00000204335:ENSG00000176170:ENSG00000183018:ENSG00000118785:ENSG00000171621:ENSG00000128039:ENSG00000151304:ENSG00000184005:ENSG00000010327:ENSG00000159433:ENSG00000072786:ENSG00000081320:ENSG00000211455:ENSG00000165730:ENSG00000101846:ENSG00000196562:ENSG00000054654:ENSG00000137501:ENSG00000135801:ENSG00000136560:ENSG00000167291:ENSG00000152284:ENSG00000148737:ENSG00000187079:ENSG00000120156:ENSG00000105967:ENSG00000186340:ENSG00000157150:ENSG00000038295:ENSG00000171914:ENSG00000166292:ENSG00000184988:ENSG00000181234:ENSG00000249242:ENSG00000205269:ENSG00000184584:ENSG00000164484:ENSG00000131634:ENSG00000184497:ENSG00000145779:ENSG00000175274:ENSG00000132274:ENSG00000106537:ENSG00000214063:ENSG00000075234:ENSG00000183696:ENSG00000077254:ENSG00000152818:ENSG00000198382:ENSG00000168140:ENSG00000038427:ENSG00000150630:ENSG00000205221:ENSG00000196715:ENSG00000155659:ENSG00000167992:ENSG00000064205:ENSG00000142279:ENSG00000123124:ENSG00000103489:ENSG00000109906:ENSG00000160961:ENSG00000178175:ENSG00000151789:ENSG00000183621:ENSG00000198795
DEG.up	Adipose_Visceral_Omentum	1437	436	0.0874671781187793	1	ENSG00000158122:ENSG00000165029:ENSG00000154262:ENSG00000154258:ENSG00000173208:ENSG00000011198:ENSG00000144476:ENSG00000119673:ENSG00000068366:ENSG00000183549:ENSG00000123612:ENSG00000139567:ENSG00000154736:ENSG00000163638:ENSG00000184060:ENSG00000138031:ENSG00000148671:ENSG00000148926:ENSG00000170214:ENSG00000043591:ENSG00000169252:ENSG00000106546:ENSG00000204472:ENSG00000042286:ENSG00000184254:ENSG00000144908:ENSG00000162551:ENSG00000214274:ENSG00000136859:ENSG00000154065:ENSG00000047617:ENSG00000177119:ENSG00000163297:ENSG00000138772:ENSG00000077420:ENSG00000163697:ENSG00000154856:ENSG00000134817:ENSG00000198576:ENSG00000137727:ENSG00000088756:ENSG00000031081:ENSG00000089820:ENSG00000123329:ENSG00000129675:ENSG00000150347:ENSG00000185305:ENSG00000165997:ENSG00000137486:ENSG00000133657:ENSG00000160862:ENSG00000163512:ENSG00000176597:ENSG00000123685:ENSG00000114200:ENSG00000140379:ENSG00000164619:ENSG00000111801:ENSG00000153446:ENSG00000186665:ENSG00000131943:ENSG00000173372:ENSG00000173369:ENSG00000131094:ENSG00000162817:ENSG00000143110:ENSG00000158966:ENSG00000172137:ENSG00000064989:ENSG00000138172:ENSG00000204397:ENSG00000196954:ENSG00000150636:ENSG00000151468:ENSG00000253276:ENSG00000134480:ENSG00000163249:ENSG00000163823:ENSG00000177575:ENSG00000091972:ENSG00000105383:ENSG00000174059:ENSG00000129226:ENSG00000123080:ENSG00000129596:ENSG00000064309:ENSG00000245848:ENSG00000128965:ENSG00000101938:ENSG00000176435:ENSG00000110852:ENSG00000112782:ENSG00000165959:ENSG00000166250:ENSG00000140931:ENSG00000153551:ENSG00000170293:ENSG00000118432:ENSG00000119865:ENSG00000187498:ENSG00000080573:ENSG00000103187:ENSG00000140848:ENSG00000139117:ENSG00000095794:ENSG00000150938:ENSG00000182578:ENSG00000198223:ENSG00000173546:ENSG00000164932:ENSG00000109861:ENSG00000006210:ENSG00000107562:ENSG00000145824:ENSG00000147113:ENSG00000165168:ENSG00000100055:ENSG00000146966:ENSG00000062282:ENSG00000154309:ENSG00000272636:ENSG00000147251:ENSG00000088387:ENSG00000143196:ENSG00000188641:ENSG00000136048:ENSG00000135144:ENSG00000143479:ENSG00000164330:ENSG00000134463:ENSG00000078401:ENSG00000136160:ENSG00000122547:ENSG00000090776:ENSG00000125266:ENSG00000115459:ENSG00000170571:ENSG00000164035:ENSG00000132205:ENSG00000134531:ENSG00000136960:ENSG00000082397:ENSG00000151491:ENSG00000157554:ENSG00000134954:ENSG00000185862:ENSG00000064655:ENSG00000185010:ENSG00000164687:ENSG00000103876:ENSG00000162636:ENSG00000184731:ENSG00000122591:ENSG00000183615:ENSG00000164125:ENSG00000108950:ENSG00000185112:ENSG00000182118:ENSG00000026103:ENSG00000163520:ENSG00000166147:ENSG00000158869:ENSG00000182511:ENSG00000186188:ENSG00000154783:ENSG00000156427:ENSG00000140285:ENSG00000102678:ENSG00000168386:ENSG00000134285:ENSG00000102755:ENSG00000094963:ENSG00000075420:ENSG00000115226:ENSG00000165457:ENSG00000125740:ENSG00000151474:ENSG00000010810:ENSG00000174804:ENSG00000123689:ENSG00000102287:ENSG00000137880:ENSG00000187210:ENSG00000099998:ENSG00000112964:ENSG00000106560:ENSG00000187513:ENSG00000102393:ENSG00000186417:ENSG00000065325:ENSG00000130755:ENSG00000115523:ENSG00000119927:ENSG00000136235:ENSG00000164849:ENSG00000171659:ENSG00000177464:ENSG00000161835:ENSG00000073605:ENSG00000056998:ENSG00000126264:ENSG00000163909:ENSG00000019991:ENSG00000131097:ENSG00000159399:ENSG00000150540:ENSG00000173110:ENSG00000017427:ENSG00000166130:ENSG00000110324:ENSG00000125538:ENSG00000137033:ENSG00000163083:ENSG00000169896:ENSG00000160255:ENSG00000123243:ENSG00000154721:ENSG00000140044:ENSG00000186994:ENSG00000182255:ENSG00000152049:ENSG00000178695:ENSG00000128052:ENSG00000139187:ENSG00000171345:ENSG00000167613:ENSG00000112769:ENSG00000136167:ENSG00000169744:ENSG00000104660:ENSG00000186818:ENSG00000079435:ENSG00000139679:ENSG00000171488:ENSG00000130592:ENSG00000178573:ENSG00000204103:ENSG00000198042:ENSG00000111885:ENSG00000185386:ENSG00000186205:ENSG00000019169:ENSG00000069020:ENSG00000126217:ENSG00000175471:ENSG00000135272:ENSG00000085276:ENSG00000166823:ENSG00000106484:ENSG00000037749:ENSG00000137463:ENSG00000008394:ENSG00000271605:ENSG00000108960:ENSG00000163563:ENSG00000124615:ENSG00000124003:ENSG00000107186:ENSG00000197629:ENSG00000172935:ENSG00000169688:ENSG00000198417:ENSG00000125144:ENSG00000205364:ENSG00000065911:ENSG00000136997:ENSG00000142347:ENSG00000173559:ENSG00000185818:ENSG00000134369:ENSG00000214357:ENSG00000144802:ENSG00000132603:ENSG00000152465:ENSG00000163072:ENSG00000104967:ENSG00000164128:ENSG00000164129:ENSG00000181019:ENSG00000025434:ENSG00000119508:ENSG00000120526:ENSG00000184232:ENSG00000141447:ENSG00000099864:ENSG00000099260:ENSG00000149090:ENSG00000169116:ENSG00000113555:ENSG00000189184:ENSG00000100889:ENSG00000099139:ENSG00000186642:ENSG00000100311:ENSG00000134853:ENSG00000104213:ENSG00000162493:ENSG00000115425:ENSG00000197329:ENSG00000144824:ENSG00000153823:ENSG00000121879:ENSG00000241878:ENSG00000118762:ENSG00000189129:ENSG00000104368:ENSG00000011422:ENSG00000182378:ENSG00000241839:ENSG00000214456:ENSG00000188313:ENSG00000114698:ENSG00000161381:ENSG00000221866:ENSG00000124225:ENSG00000115946:ENSG00000198805:ENSG00000158615:ENSG00000135447:ENSG00000163637:ENSG00000186654:ENSG00000150687:ENSG00000171862:ENSG00000050628:ENSG00000171522:ENSG00000160801:ENSG00000081237:ENSG00000163661:ENSG00000100504:ENSG00000128340:ENSG00000188559:ENSG00000127314:ENSG00000122035:ENSG00000171174:ENSG00000153250:ENSG00000138207:ENSG00000120158:ENSG00000049449:ENSG00000142552:ENSG00000135437:ENSG00000100918:ENSG00000181826:ENSG00000134533:ENSG00000111404:ENSG00000143344:ENSG00000205517:ENSG00000126785:ENSG00000169413:ENSG00000172602:ENSG00000115963:ENSG00000134318:ENSG00000156313:ENSG00000146374:ENSG00000148484:ENSG00000170989:ENSG00000111961:ENSG00000168079:ENSG00000074660:ENSG00000177098:ENSG00000141295:ENSG00000175356:ENSG00000129657:ENSG00000167680:ENSG00000138758:ENSG00000170542:ENSG00000180440:ENSG00000104332:ENSG00000111252:ENSG00000131370:ENSG00000005020:ENSG00000155926:ENSG00000118596:ENSG00000117479:ENSG00000135917:ENSG00000079215:ENSG00000164933:ENSG00000143554:ENSG00000164638:ENSG00000181830:ENSG00000138821:ENSG00000138449:ENSG00000138074:ENSG00000130876:ENSG00000099960:ENSG00000103064:ENSG00000101187:ENSG00000184347:ENSG00000256235:ENSG00000112562:ENSG00000124216:ENSG00000173267:ENSG00000164736:ENSG00000171621:ENSG00000115525:ENSG00000073849:ENSG00000184005:ENSG00000010327:ENSG00000157214:ENSG00000081320:ENSG00000196562:ENSG00000167291:ENSG00000152284:ENSG00000120156:ENSG00000092295:ENSG00000186340:ENSG00000157150:ENSG00000038295:ENSG00000171914:ENSG00000166292:ENSG00000181234:ENSG00000249242:ENSG00000002933:ENSG00000131634:ENSG00000125355:ENSG00000184497:ENSG00000167874:ENSG00000145779:ENSG00000175274:ENSG00000173334:ENSG00000106537:ENSG00000214063:ENSG00000148154:ENSG00000183696:ENSG00000152818:ENSG00000198382:ENSG00000168140:ENSG00000150630:ENSG00000106018:ENSG00000196715:ENSG00000147852:ENSG00000155659:ENSG00000167992:ENSG00000187260:ENSG00000173276:ENSG00000130844:ENSG00000178175
DEG.up	Adrenal_Gland	1209	407	6.54483512240288e-05	0.00353421096609755	ENSG00000165029:ENSG00000166016:ENSG00000101473:ENSG00000167107:ENSG00000068366:ENSG00000114739:ENSG00000118507:ENSG00000144908:ENSG00000159063:ENSG00000162551:ENSG00000242110:ENSG00000139211:ENSG00000133805:ENSG00000166839:ENSG00000137494:ENSG00000124198:ENSG00000147256:ENSG00000214944:ENSG00000165801:ENSG00000135931:ENSG00000184867:ENSG00000196372:ENSG00000152092:ENSG00000067842:ENSG00000105675:ENSG00000123472:ENSG00000107518:ENSG00000158470:ENSG00000118276:ENSG00000140320:ENSG00000030110:ENSG00000114439:ENSG00000197580:ENSG00000133134:ENSG00000096070:ENSG00000111801:ENSG00000173372:ENSG00000139178:ENSG00000177335:ENSG00000230185:ENSG00000158966:ENSG00000196557:ENSG00000172137:ENSG00000164326:ENSG00000183287:ENSG00000100147:ENSG00000169515:ENSG00000137500:ENSG00000112576:ENSG00000105173:ENSG00000122674:ENSG00000177575:ENSG00000112149:ENSG00000156345:ENSG00000147889:ENSG00000100604:ENSG00000170175:ENSG00000131730:ENSG00000170293:ENSG00000148842:ENSG00000135775:ENSG00000081052:ENSG00000140365:ENSG00000158623:ENSG00000173085:ENSG00000138495:ENSG00000115944:ENSG00000213578:ENSG00000095794:ENSG00000172346:ENSG00000119326:ENSG00000008283:ENSG00000140459:ENSG00000145476:ENSG00000164535:ENSG00000163331:ENSG00000242612:ENSG00000155792:ENSG00000182108:ENSG00000172893:ENSG00000108771:ENSG00000162595:ENSG00000132837:ENSG00000162616:ENSG00000108176:ENSG00000107099:ENSG00000175497:ENSG00000133878:ENSG00000103356:ENSG00000147155:ENSG00000171551:ENSG00000134463:ENSG00000101210:ENSG00000170522:ENSG00000170571:ENSG00000186998:ENSG00000125746:ENSG00000214595:ENSG00000132199:ENSG00000088367:ENSG00000082397:ENSG00000086289:ENSG00000049283:ENSG00000099219:ENSG00000196482:ENSG00000138190:ENSG00000075914:ENSG00000162694:ENSG00000121769:ENSG00000149485:ENSG00000134824:ENSG00000172782:ENSG00000103876:ENSG00000197712:ENSG00000183615:ENSG00000164125:ENSG00000183114:ENSG00000115392:ENSG00000026103:ENSG00000124279:ENSG00000215251:ENSG00000135108:ENSG00000112146:ENSG00000158869:ENSG00000137714:ENSG00000161513:ENSG00000102678:ENSG00000172456:ENSG00000134775:ENSG00000167363:ENSG00000115226:ENSG00000160097:ENSG00000188352:ENSG00000165457:ENSG00000171877:ENSG00000165060:ENSG00000123689:ENSG00000143891:ENSG00000239857:ENSG00000164347:ENSG00000102393:ENSG00000173221:ENSG00000135052:ENSG00000119927:ENSG00000171659:ENSG00000023171:ENSG00000075240:ENSG00000115290:ENSG00000125675:ENSG00000170899:ENSG00000107937:ENSG00000147099:ENSG00000013583:ENSG00000163312:ENSG00000019991:ENSG00000152804:ENSG00000198130:ENSG00000071794:ENSG00000117305:ENSG00000113161:ENSG00000226742:ENSG00000087076:ENSG00000204228:ENSG00000144847:ENSG00000157368:ENSG00000104299:ENSG00000136381:ENSG00000128928:ENSG00000153814:ENSG00000081692:ENSG00000182255:ENSG00000171126:ENSG00000082482:ENSG00000171303:ENSG00000053918:ENSG00000188997:ENSG00000169330:ENSG00000174010:ENSG00000171798:ENSG00000161813:ENSG00000138795:ENSG00000104660:ENSG00000079435:ENSG00000105983:ENSG00000170500:ENSG00000162494:ENSG00000116212:ENSG00000127399:ENSG00000204052:ENSG00000171492:ENSG00000173114:ENSG00000130592:ENSG00000187398:ENSG00000167656:ENSG00000232859:ENSG00000073803:ENSG00000019169:ENSG00000076770:ENSG00000125505:ENSG00000101977:ENSG00000053524:ENSG00000110492:ENSG00000065833:ENSG00000151376:ENSG00000161920:ENSG00000106484:ENSG00000137463:ENSG00000008394:ENSG00000085871:ENSG00000107789:ENSG00000139428:ENSG00000101928:ENSG00000129255:ENSG00000254858:ENSG00000158186:ENSG00000115364:ENSG00000136897:ENSG00000052802:ENSG00000198417:ENSG00000087250:ENSG00000057935:ENSG00000077616:ENSG00000188613:ENSG00000149294:ENSG00000154654:ENSG00000144959:ENSG00000023228:ENSG00000125967:ENSG00000100285:ENSG00000257108:ENSG00000184117:ENSG00000136783:ENSG00000196338:ENSG00000136999:ENSG00000106236:ENSG00000164128:ENSG00000164129:ENSG00000181019:ENSG00000169297:ENSG00000091129:ENSG00000134986:ENSG00000178425:ENSG00000112874:ENSG00000173598:ENSG00000170917:ENSG00000140876:ENSG00000122584:ENSG00000184232:ENSG00000184792:ENSG00000128694:ENSG00000165912:ENSG00000099260:ENSG00000041880:ENSG00000108187:ENSG00000167081:ENSG00000150275:ENSG00000179715:ENSG00000073417:ENSG00000065485:ENSG00000164951:ENSG00000242265:ENSG00000198300:ENSG00000157911:ENSG00000107537:ENSG00000155252:ENSG00000090975:ENSG00000118495:ENSG00000104368:ENSG00000163803:ENSG00000075651:ENSG00000006757:ENSG00000108439:ENSG00000115138:ENSG00000137509:ENSG00000154229:ENSG00000163932:ENSG00000198890:ENSG00000101911:ENSG00000156011:ENSG00000160801:ENSG00000132334:ENSG00000150787:ENSG00000101417:ENSG00000123595:ENSG00000177548:ENSG00000204764:ENSG00000076864:ENSG00000091428:ENSG00000111344:ENSG00000171174:ENSG00000184898:ENSG00000136144:ENSG00000115255:ENSG00000134533:ENSG00000165731:ENSG00000133119:ENSG00000205517:ENSG00000141314:ENSG00000072422:ENSG00000151692:ENSG00000170153:ENSG00000108375:ENSG00000184719:ENSG00000069667:ENSG00000178718:ENSG00000146374:ENSG00000105784:ENSG00000135094:ENSG00000139410:ENSG00000108387:ENSG00000125354:ENSG00000181523:ENSG00000131370:ENSG00000148082:ENSG00000181788:ENSG00000161640:ENSG00000120725:ENSG00000089163:ENSG00000147100:ENSG00000165449:ENSG00000115902:ENSG00000147454:ENSG00000181045:ENSG00000140284:ENSG00000136856:ENSG00000104635:ENSG00000138449:ENSG00000139508:ENSG00000142494:ENSG00000114923:ENSG00000131389:ENSG00000102038:ENSG00000166002:ENSG00000168273:ENSG00000172594:ENSG00000143740:ENSG00000173267:ENSG00000172164:ENSG00000124104:ENSG00000057252:ENSG00000154556:ENSG00000160284:ENSG00000182557:ENSG00000107742:ENSG00000165389:ENSG00000177679:ENSG00000271303:ENSG00000115525:ENSG00000166444:ENSG00000117069:ENSG00000010327:ENSG00000214530:ENSG00000197457:ENSG00000082146:ENSG00000106868:ENSG00000147041:ENSG00000109680:ENSG00000136111:ENSG00000133138:ENSG00000204219:ENSG00000218336:ENSG00000088992:ENSG00000029639:ENSG00000162851:ENSG00000180176:ENSG00000159445:ENSG00000144115:ENSG00000259431:ENSG00000115297:ENSG00000149809:ENSG00000144868:ENSG00000181264:ENSG00000249242:ENSG00000164484:ENSG00000198133:ENSG00000171729:ENSG00000116857:ENSG00000169905:ENSG00000137364:ENSG00000167515:ENSG00000122779:ENSG00000165832:ENSG00000170892:ENSG00000106537:ENSG00000157570:ENSG00000168234:ENSG00000104723:ENSG00000118939:ENSG00000148154:ENSG00000106608:ENSG00000058056:ENSG00000118369:ENSG00000247746:ENSG00000171724:ENSG00000176834:ENSG00000155659:ENSG00000145198:ENSG00000148225:ENSG00000103175:ENSG00000162552:ENSG00000134684:ENSG00000173276:ENSG00000147130:ENSG00000136870:ENSG00000169548:ENSG00000170954:ENSG00000167528
